country,year,reporting_level,welfare_type,ppp_version,survey_year,survey_comparability,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median,avg_shortfall_international_povline,avg_shortfall_lower_mid_income_povline,avg_shortfall_upper_mid_income_povline,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_4000,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_international_povline,total_shortfall_lower_mid_income_povline,total_shortfall_upper_mid_income_povline,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_3000,total_shortfall_4000,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_international_povline,income_gap_ratio_lower_mid_income_povline,income_gap_ratio_upper_mid_income_povline,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_4000,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_international_povline,poverty_gap_index_lower_mid_income_povline,poverty_gap_index_upper_mid_income_povline,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,mean,median,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile1_thr,decile2_thr,decile3_thr,decile4_thr,decile6_thr,decile7_thr,decile8_thr,decile9_thr,gini,mld,polarization,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
Denmark,2016,national,income,2017,2016,1,0.278386959,0.299873492,0.539429698,0.204542725,0.600387067,2.740225648,10.36551193,25.24274314,3.110961678,6.654555205,12.16507282,15946,17177,30899,11716,34390,156960,593738,1445907,178196,381174,696817,1.565061323,2.901959735,3.959780022,0.633999553,6.519285286,6.954860378,7.508507383,9.800642882,7.105950618,7.01880179,7.869600591,24956.46786,49846.96236,122353.2429,7427.938764,224198.221,1091634.885,4458086.157,14170818.15,1266251.976,2675384.753,5483671.475,72.79354993,79.50574616,57.80700761,63.39995531,65.19285286,34.77430189,25.02835794,24.5016072,33.76580365,26.68135436,24.92965897,0.202647333,0.238419661,0.311832334,0.129677475,0.391406825,0.952891916,2.594319352,6.184878408,60.66791525,52.61203532,22.22393154,33.79319779,39.75762444,44.52141361,49.7746069,55.49159498,62.18484077,71.05428401,84.26125455,143.6164039,3.663210026,5.570192688,6.553319704,7.338543517,8.204436678,9.146777955,10.25003752,11.71200357,13.88893193,23.6725464,29.46,37.15,42.15,47.1,58.6,66.1,76.4,93.6,0.281874407,0.149677374,0.211124689,1.02366591,4.067999577,3.177189409,1.779467681,1.785471826
Denmark,2017,national,income,2017,2017,1,0.140905154,0.171061413,0.252260397,0.109204436,0.270274785,2.580368704,10.2479136,25.10718833,3.392219492,6.921537999,12.37569245,8123,9862,14543,6296,15581,148758,590790,1447424,195561,399025,713456,1.355664113,2.430875685,4.365449811,0.579512105,7.111314294,5.022551045,7.039135468,9.54019385,5.076664248,6.381621185,7.674212537,11012.05959,23973.296,63486.7366,3648.608212,110801.388,747144.6484,4158650.843,13808705.54,992797.5369,2546426.393,5475212.98,63.05414478,66.59933383,63.72919432,57.95121049,71.11314294,25.11275523,23.46378489,23.85048462,23.79010213,23.92427978,23.97510007,0.088844856,0.113929733,0.160766156,0.063289174,0.19219735,0.64800281,2.404547713,5.988184496,62.13651582,53.34849152,22.79063776,33.92484006,40.03312385,45.11988864,50.50246798,56.38479997,63.08470566,73.08511012,87.05873548,149.3808487,3.667833231,5.459726798,6.442769331,7.26141272,8.127663309,9.074342072,10.15259784,11.76202256,14.01088142,24.04075071,29.76,37.25,42.75,47.6,59.5,67.5,79.1,97.1,0.287466614,0.147543903,0.217802817,1.052952973,4.168872295,3.262768817,1.820056232,1.792674731
Denmark,2018,national,income,2017,2018,1,0.170111758,0.226528708,0.258859639,0.144904082,0.447289835,2.127954529,9.327523722,23.28662449,3.088528198,6.590801277,12.14312959,9856,13124,14997,8395,25914,123286,540403,1349142,178938,381847,703529,1.802177274,2.819192659,5.503427239,0.956325648,5.461402025,6.506281174,7.173469216,9.499959332,6.137847675,6.824794629,7.894551738,17762.25921,36999.08446,82534.89831,8028.353818,141526.7721,802133.3808,3876564.284,12816794.13,1098294.187,2606027.355,5554046.089,83.82219879,77.23815505,80.34200349,95.63256483,54.61402025,32.53140587,23.91156405,23.74989833,28.15000347,25.04043798,24.13784881,0.142596392,0.174963278,0.207967678,0.13857194,0.24427971,0.692253863,2.230357749,5.530548576,62.73976589,54.51018577,23.33319197,34.82038791,40.84159739,45.64275938,51.32492246,57.48002236,63.99262882,73.6921114,88.78540025,147.484637,3.719043519,5.549970966,6.509682783,7.274933008,8.180604713,9.161657131,10.199692,11.74567841,14.15137576,23.5073617,30.55,38.25,43.25,48.4,60.5,67.9,80.1,99.75,0.281663362,0.14621924,0.215956902,1.019681561,4.062863158,3.265139116,1.830275229,1.78396072
Denmark,2019,national,income,2017,2019,1,0.251407179,0.335906686,0.390461008,0.235424823,0.54157809,2.163199523,8.350688089,22.50230534,2.839465873,5.916849978,10.72649379,14618,19531,22703,13689,31490,125778,485544,1308379,165099,344031,623684,1.817268029,2.687561789,5.329862457,0.777179463,6.645605994,6.688527101,7.536816238,9.13882049,6.482358937,7.117457133,8.072594133,26564.82405,52490.7693,121003.8674,10638.80967,209270.1328,841269.5617,3659455.903,11957040.81,1070230.978,2448625.895,5034747.8,84.52409437,73.63182983,77.80821104,77.71794631,66.45605994,33.44263551,25.12272079,22.84705123,29.96647115,26.32190855,24.87851121,0.212501468,0.247333831,0.303810046,0.182972782,0.359915625,0.723433526,2.097918993,5.141113259,62.73636134,54.08009925,23.82095489,35.74043273,41.30698345,46.3504295,51.22726612,57.16350181,64.06900856,73.5388873,86.60326102,147.5428881,3.796993383,5.696924713,6.584217281,7.388128433,8.165482508,9.111701825,10.21242023,11.72189233,13.80431685,23.51792245,31.5,38.85,43.75,48.6,60.4,68.4,78.95,96.2,0.277236462,0.143906722,0.209114636,1.0022014,3.931173507,3.053968254,1.77818854,1.717460317
France,1978,national,income,2017,1978,0,0.990547969,1.491805838,2.490262254,0.484916445,4.23668307,23.24170784,48.99878402,67.49493173,6.246903923,10.99677599,18.98219421,541749,815896,1361971,265210,2317121,12711324,26798349,36914238,3416548,6014342,10381716,1.294208728,2.13514651,3.852546049,0.695718924,4.788662012,5.968502976,10.32527405,16.22227354,5.102674792,5.270524439,5.467375138,701136.2842,1742057.497,5247055.995,184511.6157,11095909.31,75867575.12,276700297.5,598832866.2,17433533.36,31698736.49,56760735.95,60.19575479,58.49716465,56.24154816,69.57189236,47.88662012,29.84251488,34.41758016,40.55568384,41.70531906,34.46175384,29.79073183,0.596267642,0.872663636,1.400562153,0.337365735,2.028804303,6.93591028,16.86419558,27.37303141,37.51318648,30.58767387,9.562655575,16.80056812,20.54513363,24.33290622,28.21951728,32.80995075,38.48509403,45.578765,56.93071142,101.8665627,2.549145107,4.478576655,5.476776452,6.486494085,7.522559381,8.746244675,10.25908424,12.15006489,15.1761865,27.154868,14.68,18.68,22.38,26.18,35.3,41.6,50.5,65.1,0.351675048,0.244276177,0.290040637,1.429881471,6.023439165,4.434604905,2.130932897,2.08106267
France,1984,national,income,2017,1984,0,1.497783578,2.241972491,3.494502542,0.988831552,5.740417691,23.98744268,48.49173822,67.99437873,7.746102179,12.73949178,19.74708728,843816,1263075,1968721,557085,3234018,13513967,27319118,38306452,4363974,7177133,11125050,1.602380708,2.288253456,3.999027543,0.890998036,4.861395636,6.606009022,10.74558374,16.34464066,5.549482852,5.788465381,6.226925859,1352114.48,2890235.734,7872969.504,496361.6407,15721840.99,89273387.92,293559870.1,626105192.8,24217798.88,41544585.9,69274861.53,74.52933527,62.6918755,58.37996413,89.09980357,48.61395636,33.03004511,35.81861246,40.86160164,45.29907088,37.79986143,33.88591494,1.116287557,1.405534407,2.040088828,0.881047435,2.79064427,7.923062846,17.36906786,27.7835921,37.8746027,30.62691323,8.179383682,16.29896212,20.47324939,24.50235291,28.5041841,32.82335177,38.26229592,45.07166432,55.22265711,109.4079257,2.159595903,4.303401476,5.405535089,6.469335957,7.525936134,8.666322397,10.10236232,11.90023422,14.58039245,28.88688406,13.84,18.44,22.44,26.52,35.45,41.3,49.2,62.6,0.368579815,0.27875617,0.282834941,1.575258552,6.725559977,4.523121387,2.052459016,2.203757225
France,1989,national,income,2017,1989,0,0.989945703,1.244072208,1.985103672,0.737650744,3.225928609,19.49869719,43.98221432,65.49004576,5.731957189,10.99400199,18.24269963,573577,720818,1150173,427396,1869109,11297584,25483382,37945063,3321107,6369947,10569856,1.805697052,2.837228656,4.394596039,0.986264659,5.133264764,5.790737618,9.783329154,15.00861609,5.242039193,5.164695971,5.697695888,1035706.298,2045125.486,5054545.71,421525.5701,9594631.37,65421344.66,249312314.1,569502883.2,17409373.06,32898839.61,60223825.07,83.98590942,77.73229196,64.1546867,98.62646587,51.33264764,28.95368809,32.61109718,37.52154023,40.27694589,31.74614649,29.18530754,0.831415611,0.967045958,1.273537022,0.727518333,1.655954162,5.645591989,14.34308237,24.57287397,38.12396917,32.53746702,10.64729498,18.09066963,22.17518628,26.38304647,30.41553709,34.81447393,39.89737366,46.81299851,57.72538398,94.27772717,2.792808621,4.745221977,5.816599573,6.920330449,7.978061507,9.131912203,10.46516785,12.27915129,15.14149372,24.72925281,15.8,20.18,24.14,28.5,37.2,43.05,51.1,65.65,0.321712496,0.202008557,0.265656275,1.219694246,5.289278945,4.155063291,2.02,2.056962025
France,1994,national,income,2017,1994,0,0,0.249392896,0.249392896,0,0.994803435,12.99409953,35.49700403,55.74742915,4.72900879,10.23598324,17.24278445,0,147958,147958,0,590189,7709035,21059379,33073389,2805589,6072722,10229661,,0.884227045,4.084223201,,2.826473742,4.624247595,8.458096064,13.61306522,3.268589875,4.17670167,5.427900331,0,130828.4651,604293.4963,0,1668153.711,35648486.56,178122250.6,450230201.6,9170319.798,25363948.12,55525580.33,,24.22539848,59.62369636,,28.26473742,23.12123798,28.19365355,34.03266306,22.09322821,22.58510898,24.45903694,0,0.060416495,0.148697442,0,0.281178568,3.004396513,10.00790254,18.97233485,44.22806676,36.98633178,14.25585355,20.9576176,25.45999765,29.79849848,34.53551905,39.61578508,45.3537165,53.18075358,65.88488818,113.2380379,3.22325948,4.738533501,5.756525102,6.737463483,7.808507489,8.957159556,10.25451027,12.02420939,14.89662402,25.6032077,18.34,23.4,27.5,32.2,42.25,48.9,58.25,76.1,0.323305249,0.175891112,0.266775005,1.251636737,5.086772768,4.149400218,2.059539919,2.014721919
France,2000,national,income,2017,2000,0,0,0.244746138,0.244746138,0,0.741902761,11.98962293,33.99245259,54.48116865,4.493249865,9.727882759,16.99786733,0,149081,149081,0,451912,7303179,20705653,33185842,2736951,5925497,10353826,,0.613531906,3.813531718,,3.135307497,4.423340089,8.202836834,13.29293679,3.004012671,4.174705516,5.37355977,0,91465.95011,568525.1221,0,1416883.082,32304444.45,169845093.1,441137300,8221835.483,24737205.01,55636902.86,,16.80909332,55.67199589,,31.35307497,22.11670044,27.34278945,33.23234197,19.92118367,22.14772958,23.75659556,0,0.041139609,0.136255068,0,0.232609576,2.651708963,9.294484882,18.10536836,44.37866816,37.69872213,14.82830751,21.46775603,26.15390217,30.51861732,35.20819196,40.20352478,46.12729394,54.23359398,66.94423346,108.1012605,3.341314222,4.837404302,5.893349948,6.876866427,7.93358463,9.059200388,10.39402394,12.22064479,15.08477749,24.35883386,18.94,23.8,28.44,32.75,42.95,49.65,59.15,77.35,0.310860624,0.161115491,0.262962869,1.162771949,4.822712903,4.083949314,2.054448871,1.987856389
France,2003,national,income,2017,2003,1,0.157357503,0.200716393,0.41566759,0.023723098,0.946901002,9.170858563,29.81849378,50.68125122,4.387151032,8.855161447,15.54588406,97947,124936,258732,14766,589397,5708390,18560486,31546484,2730777,5511885,9676517,0.795288038,1.926394051,3.289287734,0.658425698,3.565717132,4.843273049,7.729885442,12.49331573,3.920089499,4.829083889,5.829149213,77896.07742,240675.9672,851043.9941,9722.313853,2101622.98,27647291.44,143470430.5,394120184.7,10704890.24,26617355.05,56405861.45,36.99014129,52.77791921,48.01879904,65.84256977,35.65717132,24.21636524,25.76628481,31.23328932,24.72807262,24.36963486,24.51366227,0.058206769,0.105934209,0.199598745,0.01561946,0.337637888,2.220848642,7.683118168,15.82942182,47.27195009,39.63197576,15.58057172,23.39012099,27.98108386,32.49901986,37.24538572,42.35450813,48.5363468,56.76353762,69.39100764,118.9779186,3.295944358,4.947991556,5.919172745,6.874905688,7.878961127,8.959754791,10.26747293,12.00786883,14.67910833,25.16881964,20.5,25.88,30.1,34.75,45.1,52.2,62.15,79.15,0.314111173,0.16892564,0.256641174,1.196349581,4.833604772,3.86097561,1.998737374,1.931707317
France,2004,national,income,2017,2004,1,0.049725943,0.111023173,0.296808732,0.020688071,0.576888591,8.289693437,27.96371521,48.83193416,4.024763497,8.806610382,15.57082901,31181,69617,186114,12972,361737,5198044,17534620,30620016,2523724,5522176,9763673,1.073861863,1.587087779,2.772168898,0.81903573,3.682295691,4.273014304,7.456812309,12.14234302,3.395707779,4.338710158,5.595790068,33484.08676,110488.2899,515939.4424,10624.53149,1332022.596,22211316.37,130752370.3,371798737.4,8569829.219,23959121.11,54635464.4,49.94706341,43.48185697,40.46961896,81.90357297,36.82295691,21.36507152,24.85604103,30.35585754,20.88280198,21.34563537,22.94185945,0.024836964,0.048274958,0.120117607,0.016943702,0.212427191,1.77109891,6.950672551,14.82335238,48.0419933,40.65196546,16.55135964,24.01597681,28.67377081,33.35498835,38.14916509,43.41338913,49.69093004,58.0353206,70.83577643,117.6992561,3.445185869,4.998955113,5.968480665,6.942881854,7.94079564,9.036550349,10.34322821,12.08012337,14.744554,24.49924494,21.04,26.54,30.95,35.75,46.35,53.35,63.25,80.85,0.306473396,0.157892098,0.254340896,1.147209895,4.647458992,3.842680608,1.988929889,1.932034221
France,2005,national,income,2017,2005,1,0.043055452,0.052899571,0.308816812,0.028853001,0.721798838,8.365391997,27.01284549,49.00993716,3.717470687,8.649990368,14.82879528,27202,33422,195108,18229,456028,5285201,17066542,30964163,2348674,5465008,9368737,1.591420754,2.770260276,2.295237989,0.84843745,3.323885792,4.411421669,7.54461107,11.90579552,3.948579109,4.491006925,5.826751673,43289.82736,92587.63896,447819.2936,15466.16628,1515784.99,23315250.22,128760421.7,368652993.1,9273925.091,24543388.77,54589303.98,74.01956998,75.89754182,33.50712393,84.84374501,33.23885792,22.05710834,25.14870357,29.7644888,24.3998758,22.20140626,24.00391182,0.031869276,0.040149945,0.103475381,0.024479778,0.239917765,1.845163649,6.79338051,14.58755741,47.45438151,40.4569591,16.40612129,24.23034236,29.19121349,33.6367618,38.20848001,43.26024435,49.45207878,57.38167532,69.19518391,113.5817138,3.457240568,5.106028483,6.151426394,7.088230997,8.051623221,9.116174941,10.42097214,12.09196569,14.58141097,23.93492659,21.14,26.98,31.35,35.9,46.15,52.95,62.05,77.8,0.29834014,0.151631364,0.245421728,1.097785045,4.497854421,3.680227058,1.923362176,1.913434248
France,2006,national,income,2017,2006,1,0.027628508,0.054499948,0.207013983,0.015595552,0.670029857,9.162577021,28.02685829,49.5064098,4.245717067,9.303394637,15.8835602,17578,34674,131705,9922,426282,5829358,17831073,31496659,2701184,5918948,10105340,1.523798968,1.73136637,2.338946365,0.669517984,2.658724001,4.33952057,7.797537773,12.22604397,3.43553924,4.387831707,5.738605089,26785.33826,60033.3975,308050.931,6642.957437,1133366.185,25296618.95,139038465.3,385079537.8,9280023.626,25971347.7,57990555.55,70.87437061,47.43469506,34.14520241,66.9517984,26.58724001,21.69760285,25.99179258,30.56510992,21.34952822,21.81390002,23.7743389,0.019581936,0.02585217,0.070685266,0.010441392,0.178142357,1.988059717,7.284682916,15.13168852,46.81374782,40.22968569,16.04752787,23.51329401,28.69291515,33.29297013,37.93188931,43.09172122,49.34656078,57.06949894,69.09732383,110.0537769,3.427951962,5.02273266,6.129164293,7.111793368,8.102724323,9.204928729,10.54104042,12.19075626,14.76004957,23.50885842,20.52,26.14,31.05,35.55,46.2,52.85,62.05,78.5,0.296910916,0.148684093,0.24953098,1.083774945,4.52849795,3.825536062,1.950310559,1.961500975
France,2007,national,income,2017,2007,1,0.014867865,0.048958904,0.123151946,0.011897544,0.318444265,5.540299852,19.07924165,37.83363907,4.099917164,9.159822265,15.59227107,9518,31342,78837,7616,203856,3546691,12213811,24219668,2624612,5863773,9981584,1.648076461,1.285609194,2.422384079,0.701946062,2.887730956,3.999534656,7.397969375,11.12273071,3.717854855,4.98713578,6.644167439,15686.39175,40293.56336,190973.4936,5346.021207,588681.2819,14185113.57,90357399.73,269388845.1,9757926.468,29243432.13,66319315.4,76.65471911,35.2221697,35.36327122,70.19460619,28.87730956,19.99767328,24.65989792,27.80682678,20.03561281,21.50063956,23.87038967,0.011397104,0.017244585,0.04355043,0.008351041,0.091958135,1.107931085,4.704921651,10.52033437,56.86454371,46.39058076,18.6471984,27.26257082,33.51702984,38.61876907,43.66546077,49.95677253,57.32588711,67.19889097,83.20357458,149.249283,3.279231167,4.794300462,5.894187776,6.791361814,7.678855385,8.785223494,10.08113024,11.81736221,14.63188995,26.2464575,23.74,30.6,36.3,41.1,53.45,61.55,73.45,96.05,0.324277274,0.176379883,0.262276261,1.264336182,5.06325476,4.045914069,2.070043103,1.954507161
France,2008,national,income,2017,2008,1,0.009692239,0.020584003,0.122377249,0.007564091,0.333871103,5.645828765,19.51075575,37.05256271,4.596102883,9.771339455,16.88415486,6239,13251,78780,4869,214929,3634501,12560045,23852579,2958740,6290298,10869171,1.657883167,1.759786939,2.65581183,0.950567677,2.959908928,4.438262177,7.508471283,11.5419522,4.089962658,5.254301598,6.712378547,10343.53308,23318.93673,209224.856,4628.314018,636170.2661,16130868.32,94306737.2,275305326.6,12101136.11,33051122.83,72957990.24,77.11084496,48.2133408,38.77097563,95.05676768,29.59908928,22.19131088,25.02823761,28.85488049,21.76866697,22.37265251,23.81758228,0.007473316,0.009924275,0.047446656,0.007189616,0.098822598,1.252883385,4.883198341,10.69147248,57.364713,46.97075231,18.35444504,27.00351064,33.31837544,38.77017918,44.07873208,50.36856168,57.79868552,67.62255782,83.24425932,153.0878233,3.199605485,4.707338226,5.80816563,6.758541471,7.683945369,8.780408555,10.07565148,11.78818027,14.51140518,26.68675834,23.74,30.3,36.05,41.4,53.7,61.9,73.8,95.7,0.329964768,0.185089085,0.261168126,1.303468472,5.210377742,4.031171019,2.038338658,1.97767481
France,2009,national,income,2017,2009,1,0.044348998,0.119495896,0.399658497,0.013255535,0.611546396,6.450964834,18.8058745,35.44369767,5.745996686,11.14953595,17.27724675,28697,77322,258607,8577,395714,4174228,12168724,22934566,3718064,7214534,11179594,1.09984633,1.749308871,2.704151832,0.837840553,4.223875783,4.627126506,8.14851635,11.90223403,4.44284861,5.874303177,7.755100296,31562.29014,135260.0605,699312.5928,7186.158422,1671446.781,19314681.02,99157046.48,272972572,16518795.47,42380360,86698872.74,51.15564326,47.92627045,39.47666908,83.78405529,42.23875783,23.13563253,27.16172117,29.75558509,23.03530666,24.36569634,26.80579199,0.022687077,0.05726974,0.157771763,0.011105683,0.258309901,1.492471492,5.107999281,10.54647968,57.85508372,48.21781488,17.61858632,27.10883719,33.90712448,39.75181621,45.23838062,51.53107166,58.90679486,68.67066246,84.77439026,151.0431731,3.045296142,4.685644796,5.860699233,6.870928819,7.819257655,8.906921975,10.1817837,11.86942582,14.65288525,26.10715661,23.14,30.8,36.85,42.45,54.9,63.2,74.75,97.55,0.326612694,0.183874573,0.258604383,1.275849412,5.272326123,4.215643907,2.023858921,2.082973207
France,2010,national,income,2017,2010,1,0.08739457,0.139250212,0.335207947,0.036157134,0.616466163,6.176604376,19.54071451,37.38407405,5.00281514,10.26733297,17.21450488,56831,90551,217977,23512,400873,4016492,12706839,24309931,3253206,6676590,11194163,1.202713541,1.835002087,2.951529712,0.758551372,3.911807124,4.829029482,7.860686591,11.62849609,4.755256999,5.813797001,7.222180461,68351.41325,166161.274,643365.5921,17835.05987,1568137.857,19395758.28,99884478.94,282687937.5,15469830.6,38816338.92,80846265.3,55.9401647,50.27402977,43.088025,75.85513725,39.11807124,24.14514741,26.20228864,29.07124022,25.11274015,24.56235252,25.42712081,0.048889089,0.070006741,0.144434242,0.027426948,0.241149935,1.491350336,5.120114375,10.86801414,58.10470623,47.33908934,17.70392348,26.94142725,33.32560952,38.7617143,44.25621077,50.60656332,58.21330769,68.36182572,85.20998712,157.6664931,3.046900093,4.636703117,5.735440669,6.671011148,7.616631017,8.70954637,10.01869065,11.76528205,14.66490284,27.13489205,23.46,30.3,36.1,41.5,54.1,62.6,75.1,98.2,0.337204815,0.195406112,0.266853106,1.350662903,5.440129292,4.185848252,2.073917635,2.018329071
France,2011,national,income,2017,2011,1,0.025783392,0.064071885,0.220130242,0,0.629089372,5.913498303,18.67943635,36.7024541,5.06286739,9.917356509,16.2533772,16848,41866,143839,0,411065,3864045,12205665,23982407,3308219,6480277,10620410,0.273629206,1.265457226,2.386445929,,2.728983967,4.659090371,7.766965015,11.37046282,4.39465219,5.812592354,7.37623882,4610.10487,52979.63221,343263.996,0,1121789.794,18002934.85,94800973.04,272691067.2,14538471.87,37667208.54,78338680.53,12.72693983,34.67006098,34.8386267,,27.28983967,23.29545186,25.88988338,28.42615706,23.0819431,24.42348931,25.82804696,0.003281517,0.022213572,0.076690226,0,0.171677673,1.37757625,4.836084414,10.43309718,58.40797223,47.59837778,18.03506696,27.51621611,33.84841523,39.21436006,44.78846445,51.23279792,59.04221873,68.55444843,84.5164575,157.3312769,3.087774882,4.711037733,5.795170409,6.713871165,7.668210817,8.771541959,10.10858903,11.73717317,14.47002083,26.93661001,23.84,30.95,36.5,42.05,54.95,63.3,74.95,96.9,0.332947505,0.189952225,0.263916657,1.326413404,5.309350651,4.064597315,2.035714286,1.996644295
France,2012,national,income,2017,2012,1,0.060952414,0.099077182,0.310201239,0.032608421,0.805116781,5.860590845,18.74485409,36.49044963,4.901390616,10.14338401,16.77179695,40021,65054,203678,21411,528638,3848053,12307836,23959561,3218244,6660127,11012331,0.912601195,1.56449489,2.535341519,0.091021958,2.937860389,4.730631106,7.804427389,11.5033166,4.560122898,5.618600291,7.142306317,36523.21242,101776.6506,516393.29,1948.871134,1553064.64,18203719.22,96055612.38,275614415.7,14675588.16,37420591.5,78653441.27,42.44656721,42.8628737,37.01228495,9.10219576,29.37860389,23.65315553,26.01475796,28.7582915,23.99374801,23.65046426,25.05352038,0.025872051,0.042467397,0.114812816,0.002968134,0.236531989,1.38621465,4.876428291,10.49402972,57.90099589,47.51365748,18.05841581,27.38093153,33.72156541,39.21641288,44.67570555,50.58889103,58.1314435,67.94706944,83.65982366,155.6297001,3.118843732,4.72892238,5.824004387,6.773011806,7.715878606,8.737136599,10.03980028,11.73504331,14.44877111,26.87858779,23.68,30.95,36.55,42.05,53.95,62.5,74.25,96.8,0.331148587,0.187930594,0.25760348,1.314691807,5.266130299,4.087837838,2.037894737,2.005912162
France,2013,national,income,2017,2013,1,0.060390084,0.12879751,0.20292955,0.059078008,0.443272644,5.786126689,18.647392,36.45627009,4.792033402,9.776859589,16.12920059,39857,85005,133931,38991,292554,3818768,12307034,24060659,3162679,6452599,10645060,1.711302968,1.894290766,3.568737976,0.589376009,3.548159731,4.323270009,7.613936151,11.36437759,4.079779514,5.46013492,7.121957485,68207.40238,161024.1866,477964.6459,22980.35998,1038028.322,16509565.16,93704971.08,273434413.9,12903032.99,35232061.12,75813664.74,79.59548686,51.89837716,52.09836461,58.93760094,35.48159731,21.61635004,25.37978717,28.41094398,21.51582527,23.03640351,25.03971801,0.04806819,0.066844083,0.105723108,0.034819421,0.157280152,1.250749554,4.732668592,10.35757053,57.33944348,47.40440423,18.36478433,27.49513486,33.74037523,39.29332633,44.52101199,50.46437218,57.70236897,67.37126821,83.11656786,151.3252248,3.202818726,4.795152028,5.884322063,6.852756837,7.764465313,8.800987439,10.06329421,11.74955042,14.49553097,26.39112199,23.8,30.85,36.65,41.85,53.8,62.25,73.6,95.3,0.325126351,0.180696327,0.253765302,1.272778336,5.112128341,4.004201681,2.010548523,1.991596639
France,2014,national,income,2017,2014,1,0.018678668,0.041682025,0.154814494,0.00685425,0.348715349,5.669539969,18.29891507,35.46151521,5.277133932,10.05340601,16.74525124,12386,27640,102661,4545,231240,3759589,12134389,23515264,3499377,6666621,11104122,0.994724907,1.634938956,2.716343175,0.716187953,3.612575115,4.078691026,7.411832833,11.36564594,3.776697512,5.559864517,7.183612012,12320.6627,45189.71274,278862.5066,3255.074247,835371.8696,15334201.92,89938062.8,267266164.9,13216088.41,37065509.55,79767704.18,46.26627474,44.7928481,39.65464488,71.61879532,36.12575115,20.39345513,24.70610944,28.41411486,19.45023306,22.9069255,24.66404002,0.008641777,0.018670423,0.061391323,0.004908721,0.125975845,1.156215046,4.520950051,10.07607578,57.99005215,48.54308814,18.68222279,27.8402942,34.02156819,39.6969909,45.37825901,51.72175624,58.84234455,68.48658784,84.0017844,151.2287134,3.221625452,4.800874145,5.86679386,6.845482876,7.825179893,8.919073931,10.14697217,11.81005798,14.48555076,26.07838892,24.2,31.1,36.8,42.55,55.1,63.15,74.8,95.55,0.32262184,0.177007579,0.253798757,1.257712575,5.056271951,3.948347107,1.96807415,2.006198347
France,2015,national,income,2017,2015,1,0.133555046,0.210443837,0.338944459,0.042335314,0.594649015,5.573265219,17.80098234,34.14781754,5.347582018,10.75598804,16.99148046,88879,140047,225562,28173,395729,3708912,11846246,22724782,3558723,7157924,11307537,1.010101549,1.703938711,3.647783646,0.618912607,4.475642282,4.655643252,7.787943324,11.6090536,4.484200814,5.84403329,7.602265845,89776.81557,238631.5047,822801.3748,17436.62489,1771141.445,17267371.13,92257892.45,263813212.2,15958028.57,41831146.14,85962902.32,46.98146739,46.68325236,53.252316,61.89126073,44.75642282,23.27821626,25.95981108,29.02263399,22.83313093,23.80581652,25.80668419,0.06274642,0.098242212,0.18049603,0.026201469,0.266143867,1.297356836,4.621101329,9.910595884,58.73825016,49.09752443,18.28840706,28.00795041,34.54631444,40.4405356,45.97290065,52.0774642,58.89437626,68.80167167,83.8953978,156.4574835,3.113543051,4.768264348,5.881399999,6.884872378,7.826739907,8.866022407,10.02657997,11.71326546,14.28292426,26.63638822,23.9,31.45,37.5,43.1,55.1,63.15,75.1,95.15,0.327043351,0.187168242,0.24770634,1.290017692,5.191615376,3.981171548,1.937881874,2.054393305
